1485010804415,-9.2440130,-1.8770541,-0.4596867
1485010804441,-7.2304893,-2.3247697,-0.4237737
1485010804462,-6.8881183,-2.4253263,-0.5841852
1485010804466,-6.9048777,-2.4516625,-0.6584055
1485010804470,-6.9383965,-2.4947581,-0.6871359
1485010804471,-6.9383965,-2.4947581,-0.6871359
1485010804472,-6.9383965,-2.4947581,-0.6871359
1485010804474,-6.9814920,-2.5665840,-0.6631939
1485010804474,-6.9814920,-2.5665840,-0.6631939
1485010804475,-6.9814920,-2.5665840,-0.6631939
1485010804476,-6.9814920,-2.5665840,-0.6631939
1485010804477,-6.9814920,-2.5665840,-0.6631939
1485010804480,-7.0030400,-2.6096800,-0.6320692
1485010804481,-7.0030400,-2.6096800,-0.6320692
1485010804483,-7.0030400,-2.6096800,-0.6320692
1485010804485,-7.0437410,-2.6767175,-0.6560113
1485010804486,-7.0437410,-2.6767175,-0.6560113
1485010804489,-7.0748660,-2.7341783,-0.6200982
1485010804490,-7.0748660,-2.7341783,-0.6200982
1485010804492,-7.0748660,-2.7341783,-0.6200982
1485010804494,-7.1419040,-2.7724855,-0.6129156
1485010804495,-7.1419040,-2.7724855,-0.6129156
1485010804497,-7.1419040,-2.7724855,-0.6129156
1485010804499,-7.1921820,-2.8131870,-0.5578490
1485010804518,-7.5489180,-2.9831753,-0.2346318
1485010804768,-10.3453455,-5.0038815,-0.0335188
1485010804776,-10.6637745,-4.7596730,-0.3040636
1485010804792,-11.5041390,-4.4005427,-0.6033388
1485010804887,-11.9231240,-2.9017725,-1.6711528
1485010804898,-11.6214550,-2.7892450,-1.6496049
1485010804900,-11.2240170,-2.6695350,-1.5179238
1485010804915,-10.2543660,-2.3487120,-1.1444284
1485010804918,-10.0532530,-2.0973208,-1.1492168
1485010804922,-10.0532530,-2.0973208,-1.1492168
1485010804925,-9.8665060,-1.8363527,-1.2138603
1485010804926,-9.8665060,-1.8363527,-1.2138603
1485010804929,-9.6222960,-1.6328455,-1.2641385
1485010804930,-9.6222960,-1.6328455,-1.2641385
