1484901179347;-4.8099513;-4.900931;-1.6687586
1484901179365;-3.9240966;-3.691859;-1.9847932
1484901179371;-3.7110126;-3.5362358;-1.8531121
1484901179374;-3.7948096;-3.4979286;-1.7549498
1484901179375;-3.7948096;-3.4979286;-1.7549498
1484901179376;-3.7948096;-3.4979286;-1.7549498
1484901179378;-3.9863458;-3.41892;-1.5682021
1484901179379;-3.9863458;-3.41892;-1.5682021
1484901179379;-3.9863458;-3.41892;-1.5682021
1484901179380;-3.9863458;-3.41892;-1.5682021
1484901179381;-3.9863458;-3.41892;-1.5682021
1484901179383;-4.0414124;-3.3638535;-1.4173675
1484901179385;-4.0414124;-3.3638535;-1.4173675
1484901179386;-4.0414124;-3.3638535;-1.4173675
1484901179388;-4.173094;-3.4644098;-1.3742718
1484901179390;-4.173094;-3.4644098;-1.3742718
1484901179391;-4.173094;-3.4644098;-1.3742718
1484901179393;-4.249708;-3.4979286;-1.3120226
1484901179398;-4.271256;-3.5889084;-1.340753
1484901179402;-4.345476;-3.643975;-1.316811
1484901179409;-4.4795513;-3.8307228;-1.2354081
1484901179412;-4.572925;-4.060566;-1.2761095
1484901179418;-4.5513773;-4.4125137;-1.2880806
1484901179422;-4.5418005;-4.853047;-1.3838485
1484901179443;-4.8243165;-6.215348;-1.769315
1484901179741;-9.9550905;-2.9496565;-4.402937
1484901179742;-9.9550905;-2.9496565;-4.402937
1484901179750;-9.751583;-2.9281087;-4.1611223
1484901179751;-9.751583;-2.9281087;-4.1611223
1484901179769;-6.7588315;-3.5218706;-3.2249897
1484901179770;-6.7588315;-3.5218706;-3.2249897
1484901179772;-6.7588315;-3.5218706;-3.2249897
1484901179775;-6.7588315;-3.5218706;-3.2249897
1484901179789;-4.489128;-5.0781016;-2.6360161
1484901179791;-4.489128;-5.0781016;-2.6360161
1484901179798;-4.307169;-5.650316;-2.207454
1484901179801;-4.307169;-5.650316;-2.207454
1484901179802;-4.307169;-5.650316;-2.207454
1484901179805;-4.1515455;-5.9759274;-1.5035586
1484901179806;-4.1515455;-5.9759274;-1.5035586
1484901179809;-4.1036615;-6.2704144;-1.2354081
1484901179815;-4.1611223;-6.588843;-0.7613561
1484901179818;-4.3478703;-6.919243;-0.22984336
1484901179820;-4.3478703;-6.919243;-0.22984336
1484901179821;-4.3478703;-6.919243;-0.22984336
1484901179824;-4.7022123;-7.21373;0.30885202
1484901179825;-4.7022123;-7.21373;0.30885202
1484901179829;-4.8267107;-7.5225816;0.80924016
1484901179831;-4.8267107;-7.5225816;0.80924016
1484901179833;-4.7979803;-7.728483;1.3623008
1484901179835;-4.7979803;-7.728483;1.3623008
