1484592904260,-5.884948,-4.912902,7.003040
1484592904346,-3.509900,-0.598550,10.101137
1484592904350,-4.211401,-0.057461,11.824963
1484592904352,-4.211401,-0.057461,11.824963
1484592904381,-5.276821,1.592144,12.533646
1484592904382,-5.276821,1.592144,12.533646
1484592904383,-5.276821,1.592144,12.533646
1484592904384,-4.793192,1.807622,11.968615
1484592904385,-4.793192,1.807622,11.968615
1484592904385,-4.793192,1.807622,11.968615
1484592904387,-4.793192,1.807622,11.968615
1484592904389,-4.400543,1.936909,11.374852
1484592904421,-3.205836,1.505953,9.914390
1484592904423,-3.059790,1.486799,9.665392
1484592904425,-3.059790,1.486799,9.665392
1484592904426,-3.059790,1.486799,9.665392
1484592904427,-3.059790,1.486799,9.390059
1484592904429,-2.978387,1.441310,9.390059
1484592904430,-2.978387,1.441310,9.390059
1484592904432,-2.978387,1.441310,9.390059
1484592904434,-2.937686,1.403002,9.112331
1484592904435,-2.937686,1.403002,9.112331
1484592904436,-2.937686,1.403002,9.112331
1484592904437,-2.937686,1.403002,9.112331
1484592904439,-2.949657,1.412579,8.832211
1484592904441,-2.949657,1.412579,8.832211
1484592904442,-2.949657,1.412579,8.832211
1484592904444,-2.877831,1.398214,8.635885
1484592904445,-2.877831,1.398214,8.635885
1484592904446,-2.877831,1.398214,8.635885
1484592904448,-2.750938,1.283292,8.406042
1484592904450,-2.750938,1.283292,8.406042
1484592904451,-2.750938,1.283292,8.406042
1484592904453,-2.504335,1.115698,8.022970
1484592904454,-2.504335,1.115698,8.022970
1484592904455,-2.504335,1.115698,8.022970
1484592904457,-2.504335,1.115698,8.022970
1484592904459,-2.207454,0.890643,7.623138
1484592904460,-2.207454,0.890643,7.623138
1484592904461,-2.207454,0.890643,7.623138
1484592904463,-1.884237,0.675165,7.280767
1484592904464,-1.884237,0.675165,7.280767
1484592904465,-1.884237,0.675165,7.280767
1484592904467,-1.884237,0.675165,7.280767
1484592904469,-1.558625,0.577003,6.950368
1484592904470,-1.558625,0.577003,6.950368
1484592904473,-1.146823,0.617704,6.586449
1484592904478,-0.878672,0.320823,5.667076
1484592904483,-0.608127,0.043096,4.860230
1484592904487,-0.495600,-0.203507,5.255273
1484592904493,-0.670377,-0.301669,6.174646
1484592904498,-0.835576,-0.229843,6.974309
1484592904502,-1.113304,-0.052672,7.776367
1484592904507,-1.683124,0.134075,8.379706
1484592904512,-2.480393,0.308852,8.578424
1484592904518,-3.299210,0.639252,8.434773
1484592904522,-3.892972,1.137246,8.190564
1484592904527,-4.197036,1.757344,7.987057
1484592904532,-4.326323,2.279280,7.975086
1484592904538,-4.469975,2.688689,8.063671
1484592904542,-4.522647,3.023877,8.125920
1484592904547,-4.458004,3.308787,8.183381
1484592904552,-4.400543,3.588908,8.240842
1484592904558,-4.417302,3.770868,8.154651
1484592904562,-4.412514,3.881001,8.046912
1484592904567,-4.446033,3.847482,7.850587
1484592904571,-4.426879,3.780444,7.659051
1484592904577,-4.369418,3.806781,7.508216
1484592904581,-4.307169,3.924097,7.369353
1484592904586,-4.321534,4.058172,7.295133
1484592904591,-4.264073,4.161122,7.352593
1484592904597,-4.204218,4.182671,7.465121
1484592904601,-4.146757,4.101267,7.582437
1484592904606,-3.998317,4.034230,7.666234
1484592904611,-3.876213,3.993528,7.687782
1484592904617,-3.869030,4.048595,7.876924
1484592904621,-3.842694,4.163517,8.116344
1484592904626,-3.895366,4.268862,8.279149
1484592904631,-3.919308,4.367024,8.372523
1484592904637,-3.924097,4.371812,8.386889
1484592904641,-3.952827,4.369418,8.310274
1484592904646,-3.869030,4.371812,8.283937
1484592904651,-3.900155,4.436456,8.264784
1484592904656,-4.029441,4.613627,8.066066
1484592904661,-4.173094,4.678270,7.850587
1484592904665,-4.192247,4.613627,7.513005
1484592904670,-4.127604,4.436456,7.211336
1484592904676,-4.034230,4.249708,6.792350
